"configuration","problem","model","data_file","status","time","nSolutions","flatIntVars","nodes","flatBoolVars","solutions","run","solveTime","randomSeed","baseMem","method","objective","intVars","flatIntConstraints","unifiedVariables","variables","boolVariables","nogoods","flatBoolConstraints","initTime","blockType","trailMem","oracleDecisions","propagations","userDecisions","intVariables","backjumps","evaluatedReifiedConstraints","propagators","paths","evaluatedHalfReifiedConstraints","optTime","peakMem","failures","flatTime","restarts","peakDepth","objectiveBound","extractedViews"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.6667597237974405","1","25","","","","results_filter","0.039937","","","minimize","18","","26","0","","","","","0.006652","complete","","0","16532","1751","24","","","25","0","","","","1725","0.186654","0","24","","1"
"chuffed","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.7236444866284728","1","58","5074","728","","results_filter","0.068","-1363599499","0.0","minimize","28","58","789","","10778","10718","2848","336","0.018","","0.02","","715667","","","2186","728","1526","0","","0.006","0.0","2848","0.225035","1","40","",""
"Huub_user_decomp","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.5941387703642249","1","51","","728","","results_filter","0.089315","","","minimize","28","","783","0","","","","336","0.013648","complete","","746","376721","2868","35","","","775","0","728","","","2677","0.225489","0","786","","8"
"Huub_vsids_basic","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","1.0457848608493805","1","48","","","","results_filter","0.006033","","","minimize","10","","26","0","","","","","0.005273","complete","","145","2648","0","32","","","25","0","","","","27","0.189111","0","116","","1"
"Huub_vsids_m+s","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.5400312524288893","1","77","","","","results_filter","0.008393","","","minimize","17","","57","0","","","","","0.006339","complete","","157","4649","0","69","","","49","0","","","","0","0.189112","0","158","","8"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.5440179370343685","3","33","","","","results_filter","0.019968","","","minimize","15","","26","0","","","","","0.005601","complete","","0","6034","739","32","","","25","0","","","","621","0.174776","0","32","","1"
"Huub_free_decomp","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.454097799025476","3","48","","508","","results_filter","0.025692","","","minimize","10","","532","0","","","","127","0.010313","complete","","1790","68965","1800","32","","","531","0","508","","","366","0.185347","0","634","","1"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","315.87452178262174","1","73","","1456","","results_filter","315.308645","","","minimize","32","","1529","0","","","","608","0.023366","complete","","1457280","759740503","2264505","49","","","1521","0","1456","","","1857474","0.250967","83039","1585","","8"
"Huub_vsids_decomp","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","2.3037579050287604","2","33","","360","","results_filter","1.68471","","","minimize","34","","395","0","","","","180","0.010004","complete","","73006","5939883","0","29","","","391","0","360","","","39546","0.229148","2892","475","","4"
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.8835442392155528","1","61","","","","results_filter","0.013037","","","minimize","15","","37","0","","","","","0.005978","complete","","333","4668","0","45","","","33","0","","","","134","0.187597","1","116","","4"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.46974651236087084","1","26","","","","results_filter","0.003794","","","minimize","6","","14","0","","","","","0.0046","complete","","0","134","44","18","","","11","0","","","","14","0.186378","0","20","","3"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","42.3927487898618","1","73","","","","results_filter","41.563988","","","minimize","32","","75","0","","","","","0.006959","complete","","0","2291620","341529","49","","","67","0","","","","337027","0.198999","0","55","","8"
"chuffed","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.500885964371264","1","24","2429","254","","results_filter","0.039","-461278804","0.0","minimize","18","25","277","","5156","5129","2126","127","0.008","","0.01","","448275","","","279","254","533","0","","0.004","0.0","2126","0.189861","1","24","",""
"chuffed","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.7685771631076932","1","51","7644","754","","results_filter","0.067","-682652285","0.0","minimize","19","52","787","","7798","7744","4001","241","0.015","","0.02","","832619","","","3600","754","1543","0","","0.066","0.0","4001","0.222641","1","43","",""
"Huub_user_s+o","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","4.214782800525427","5","52","","","","results_filter","3.372477","","","minimize","18","","36","0","","","","","0.00645","complete","","0","715475","206456","51","","","35","0","","","","52012","0.236586","0","46","","1"
"Huub_vsids_m+s","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.4270921880379319","1","77","","","","results_filter","0.00767","","","minimize","18","","57","0","","","","","0.006159","complete","","109","4707","0","35","","","49","0","","","","5","0.164739","0","106","","8"
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_2_2.dzn","OPTIMAL_SOLUTION","397.6948333121836","3","105","","","","results_filter","396.23727","","","minimize","18","","75","0","","","","","0.010096","complete","","1961698","36538097","3163634","49","","","67","0","","","","2368436","0.234652","126301","175","","8"
"Huub_vsids_basic","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.6535884365439415","3","33","","","","results_filter","0.034718","","","minimize","15","","26","0","","","","","0.00555","complete","","1765","16054","0","32","","","25","0","","","","1182","0.374075","28","122","","1"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_3_4.dzn","SATISFIED","1200.338309836574","3","105","","","","results_filter","1199.812393","","","minimize","11","","75","0","","","","","0.007812","complete","","0","94733213","29697263","97","","","67","0","","","","8567894","0.177178","0","83","","8"
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","142.61377841141075","6","35","","","","results_filter","142.136927","","","minimize","35","","36","0","","","","","0.006115","complete","","351298","5149639","341387","34","","","35","0","","","","469543","0.172885","20114","88","","1"
"Huub_user_s+o","","../filters/filter.mzn","../filters/ar_2_3.dzn","OPTIMAL_SOLUTION","0.6323566772043705","2","61","","","","results_filter","0.186075","","","minimize","15","","37","0","","","","","0.005648","complete","","0","74369","21623","45","","","33","0","","","","4856","0.177172","0","52","","4"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.9528872007504106","4","49","","","","results_filter","0.383485","","","minimize","18","","37","0","","","","","0.005565","complete","","0","208208","34498","29","","","33","0","","","","10265","0.168812","0","37","","4"
"Huub_user_basic","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.5406441446393728","1","26","","","","results_filter","0.003851","","","minimize","6","","14","0","","","","","0.005184","complete","","0","134","44","18","","","11","0","","","","14","0.186415","0","20","","3"
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","1.2445308323949575","1","43","","","","results_filter","0.442611","","","minimize","28","","57","0","","","","","0.005962","complete","","14644","185290","0","35","","","49","0","","","","9804","0.188749","520","94","","8"
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.5973244057968259","3","33","","","","results_filter","0.022993","","","minimize","15","","26","0","","","","","0.00566","complete","","266","8275","809","24","","","25","0","","","","746","0.183405","40","27","","1"
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.648380015976727","1","49","","","","results_filter","0.015423","","","minimize","16","","37","0","","","","","0.006109","complete","","655","15091","0","45","","","33","0","","","","45","0.220512","1","125","","4"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","1.0702168215066195","1","26","","","","results_filter","0.003517","","","minimize","4","","14","0","","","","","0.005063","complete","","0","96","32","18","","","11","0","","","","7","0.232719","0","20","","3"
"Huub_vsids_m+s","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.5845179092139006","3","25","","","","results_filter","0.022619","","","minimize","18","","26","0","","","","","0.005213","complete","","700","10716","0","24","","","25","0","","","","306","0.194476","6","125","","1"
"gecode","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","2.4322396414354444","4","49","545090","","4","results_filter","1.81388","","","minimize","18","","37","","73","","","","0.002693","","","","4853726","","","","","40","0","","","","272527","0.174367","0","39","",""
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4788545500487089","4","48","","","","results_filter","0.0332","","","minimize","11","","26","0","","","","","0.005651","complete","","0","6778","2436","24","","","25","0","","","","389","0.174135","0","39","","1"
"Huub_free_basic","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","26.73812056519091","4","105","","","","results_filter","26.336639","","","minimize","10","","75","0","","","","","0.007741","complete","","299074","4352164","704091","97","","","67","0","","","","391695","0.16703","6432","237","","8"
"Huub_free_s+o","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.367548740469","1","57","","","","results_filter","1199.795736","","","minimize","34","","75","0","","","","","0.007186","complete","","2843507","66669513","3356691","49","","","67","0","","","","3532912","0.207283","125190","91","","8"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_2_3.dzn","SATISFIED","1200.4438053723425","2","105","","","","results_filter","1199.771808","","","minimize","16","","75","0","","","","","0.007774","complete","","0","63974115","11880754","65","","","67","0","","","","9506129","0.223133","0","76","","8"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","34.76012780983001","3","105","","","","results_filter","34.325068","","","minimize","10","","75","0","","","","","0.007336","complete","","335726","5052461","843873","97","","","67","0","","","","440891","0.181953","9633","212","","8"
"Huub_free_decomp","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.6240992024540901","3","33","","310","","results_filter","0.023222","","","minimize","15","","334","0","","","","127","0.008828","complete","","1109","65795","766","32","","","333","0","310","","","671","0.210999","12","362","","1"
"Huub_vsids_decomp","","../filters/filter.mzn","../filters/dct_2_2.dzn","OPTIMAL_SOLUTION","318.6936728870496","37","105","","2432","","results_filter","317.634663","","","minimize","18","","2505","0","","","","608","0.034282","complete","","4581353","554876764","0","49","","","2497","0","2432","","","2210464","0.263573","88008","3194","","8"
"gecode","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","1.0058889398351312","1","25","24","","1","results_filter","0.010761","","","minimize","18","","26","","71","","","","0.021415","","","","404","","","","","28","0","","","","3","0.336803","0","23","",""
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4426768505945802","4","48","","","","results_filter","0.026126","","","minimize","11","","26","0","","","","","0.00563","complete","","71","5096","1593","24","","","25","0","","","","241","0.166146","1","39","","1"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_1_1.dzn","OPTIMAL_SOLUTION","917.9966586139053","1","57","","","","results_filter","917.388669","","","minimize","34","","75","0","","","","","0.008424","complete","","0","32762569","3338082","49","","","67","0","","","","3236028","0.17362","0","49","","8"
"Huub_vsids_m+s","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.5164690846577287","3","33","","","","results_filter","0.039344","","","minimize","15","","26","0","","","","","0.005709","complete","","2015","15998","0","32","","","25","0","","","","1437","0.19575","29","119","","1"
"gecode","","../filters/filter.mzn","../filters/dct_1_1.dzn","OPTIMAL_SOLUTION","0.812203579582274","1","57","49","","1","results_filter","0.015039","","","minimize","34","","75","","153","","","","0.014979","","","","1595","","","","","77","0","","","","6","0.187764","0","48","",""
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_3_3.dzn","OPTIMAL_SOLUTION","994.4983320925385","2","105","","","","results_filter","994.081603","","","minimize","14","","75","0","","","","","0.007847","complete","","5439870","95617097","13948018","97","","","67","0","","","","6816315","0.173792","250609","201","","8"
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.5563123263418674","1","61","","","","results_filter","0.006645","","","minimize","11","","37","0","","","","","0.005687","complete","","126","3346","0","45","","","33","0","","","","0","0.169425","0","127","","4"
"chuffed","","../filters/filter.mzn","../filters/dct_4_4.dzn","SATISFIED","1200.5721987970173","2","112","45104177","2424","","results_filter","1199.701","-926235168","0.0","minimize","10","111","2503","","15758","15645","6536460","606","0.041","","0.05","","6402333650","","","38567513","2424","4936","0","","1.541","0.0","6536460","0.295311","2","87","",""
"Huub_vsids_m+s","","../filters/filter.mzn","../filters/dct_1_1.dzn","OPTIMAL_SOLUTION","287.2906623808667","10","57","","","","results_filter","286.236209","","","minimize","34","","75","0","","","","","0.007061","complete","","3288176","21720245","0","49","","","67","0","","","","2413769","0.192038","69417","165","","8"
"Huub_vsids_m+o","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.739697945304215","1","52","","","","results_filter","0.009764","","","minimize","19","","36","0","","","","","0.006107","complete","","171","3713","0","34","","","35","0","","","","59","0.170284","0","99","","1"
